Title,Subject,Author
Tale of Peter Rabbit,"Rabbits, fiction,Children's fiction,Senses and sensation, fiction,Adventure and adventurers, fiction,Pictorial works,Juvenile fiction,Rabbits,Children's stories, English,Peter rabbit (fictitious character), fiction,Toy and movable books,Fiction,Specimens,Miniature books,Italian language materials,Peter Rabbit (Fictitious character),Animals,Sound effects books,Juvenile literature,Readers,Spanish language materials,Short stories,Ficción juvenil,Children's stories,French language materials,Welsh language,Conejos,Picture books for children,Brothers and sisters,Gardens,Obedience,Gardens, fiction,Farmers,Board books,Picture books,Pop-up books,JUVENILE FICTION / Animals / Rabbits,JUVENILE FICTION / Classics,JUVENILE FICTION / Nature & the Natural World / Environment,Peter Rabbit (Fictional character),Literature and fiction, juvenile,Accelerated reader,Children's stories, Japanese,Translations from English,Rabbits -- Fiction.,Children's stories, Japanese -- Translations from English.,Children's stories, English.,French language,Français (Langue),Animals, fiction","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL2007361A', 'name': 'Blackwell North America.'}, {'key': '/authors/OL27452A', 'name': 'Jean Little'}, {'key': '/authors/OL2796155A', 'name': 'David Hately'}, {'key': '/authors/OL9650732A', 'name': 'J. K. Jomkhwan'}, {'key': '/authors/OL25630A', 'name': 'Lisa McCue'}]"
'Twas the Night before Christmas,"Children's poetry,Santa claus, poetry,Christmas, poetry,Juvenile poetry,Children's poetry, American,Christmas poetry,Santa Claus,Poetry,Christmas,Narrative poetry,American poetry,Children's fiction,Christmas, fiction,Toy and movable books,Board books,Pictorial works,Juvenile fiction,St. Nicholas (Imaginary person),Animals, fiction,Picture books,Navidad,Spanish language materials,Poesía infantil estadounidense,Poesía juvenil,Poesía narrativa,Literatura juvenil","[{'key': '/authors/OL51027A', 'name': 'Clement Clarke Moore'}, {'key': '/authors/OL904271A', 'name': 'Anonymous'}, {'key': '/authors/OL2865032A', 'name': 'Jon Goodell'}, {'key': '/authors/OL2734240A', 'name': 'Jessie Wilcox Smith'}, {'key': '/authors/OL7800001A', 'name': 'Monty'}, {'key': '/authors/OL2853974A', 'name': 'Mark Marshall'}, {'key': '/authors/OL949345A', 'name': 'Jessie Willcox Smith'}, {'key': '/authors/OL9796802A', 'name': 'Raquel Martin Peinado'}, {'key': '/authors/OL969224A', 'name': 'Jessie Smith'}, {'key': '/authors/OL8166559A', 'name': 'Applewood Applewood Books'}, {'key': '/authors/OL10316794A', 'name': 'Erwin Hess'}, {'key': '/authors/OL8391708A', 'name': 'Birchall Publishing'}]"
Where the Wild Things Are,"Caldecott Medal,Dreams,Fantasy,Fantasy fiction,Fiction,Imagination,Juvenile fiction,Miniature books,Monsters,Specimens,Fantasty,Monstruos,Fantasía,Spanish language materials,Novela,open_syllabus_project,Kings and rulers,Conduct of life,Fairy tales,Children,Animals,Temper tantrums,Ficción juvenil,Accelerated Reader 2.9.,Caldecott Medal books,Children's fiction,Monsters, fiction,Picture books,Novela juvenil,Action & Adventure,Classics,People & Places,Hispanic & Latino,Spanish language,Reading materials,French Juvenile fiction,Juvenile fiction, French,Children's stories,German language materials,collectionID:caldecott60,Behavior,Latin language materials,Dreams, fiction,Monstres,Ouvrages illustrés,Littérature de jeunesse anglaise","[{'key': '/authors/OL366346A', 'name': 'Maurice Sendak'}, {'key': '/authors/OL3416152A', 'name': 'Tom Hollander'}, {'key': '/authors/OL7692033A', 'name': 'Richard La Fleur'}]"
The Tale of Benjamin Bunny,"Rabbits, fiction,Children's fiction,Rabbits,Fiction,Juvenile fiction,Children's literature, Welsh,Toy and movable books,Children's stories, English,Spanish language, readers,Picture books,Peter rabbit (fictitious character), fiction,Animals, fiction","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL229963A', 'name': 'Wendy Rasmussen'}, {'key': '/authors/OL7548358A', 'name': 'H.Y. Xiao PhD'}]"
The House at Pooh Corner,"fiction,children's stories,toys,stuffed animals,teddy bears,bears,mules,donkeys,friendship,Juguetes,Toy and movable books,Translations into Polish,Juvenile fiction,Children's stories, English,Ficción juvenil,Specimens,Winnie-the-Pooh (Fictitious character),Children's fiction,Tigger (Fictitious character),Winnie-the-Poor (Fictitious character),Bears, fiction,Juvenile literature,Toys, fiction,Winnie-the-pooh (fictitious character), fiction,Fiction,Toys,Bears,Animals,Animals, fiction,Picture books for children,Picture books,Fairy tales,Teddy bears, fiction","[{'key': '/authors/OL29881A', 'name': 'A. A. Milne'}, {'key': '/authors/OL3294511A', 'name': 'A. A. Miline'}]"
Tale of Mr. Jeremy Fisher,"Frogs,Juvenile fiction,Fiction,Frogs in fiction,Children's stories, English,Ficción juvenil,Fishing,Ranas,Fishers,Fishing stories,Pictorial works,Children's stories,Children's fiction,Frogs, fiction,Fishing, fiction,Fishes, fiction,Toy and movable books,Minnows,Trout,Literature and fiction, juvenile,Coloring books,Creative activities and seat work,Animals, fiction,Farm life, fiction,French language, textbooks for children,French language,Weasels, fiction,Cats, fiction,Picture books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL227339A', 'name': 'Charles Santore'}, {'key': '/authors/OL7548358A', 'name': 'H.Y. Xiao PhD'}, {'key': '/authors/OL2757705A', 'name': 'David Jorgensen'}, {'key': '/authors/OL3519655A', 'name': 'Meryl Streep'}, {'key': '/authors/OL9591550A', 'name': 'Lyle Mays'}]"
"Goodnight Moon, 60th Anniversary Edition","Children's fiction,Picture books,Bedtime, fiction,Rabbits, fiction,Literature and fiction, juvenile,Rabbits,Stories in rhyme,Juvenile fiction,Moon in fiction,Board books,Hora de acostarse,Fiction,Bedtime in fiction,Rabbits in fiction,Ficción juvenil,Sleep,Bedtime,Night,Libros de láminas,Picture books for children,Spanish language materials,Specimens,Bilingual,Hmong language materials,Conejos,Bedtime & Dreams,Words,Concepts,Classics,JUVENILE FICTION,Moon, fiction,Night, fiction,Counting books,Children's literature, history and criticism,Authorship, juvenile literature,Authorship,Large type books,Toy and movable books,Short stories,Boys,Comic books, strips,Teacher-student relationships","[{'key': '/authors/OL22122A', 'name': 'Margaret Wise Brown'}]"
"Brown Bear, Brown Bear, What Do You See?","Fiction,Children's Books/Baby-Preschool,Animals,Color,Juvenile fiction,Stories in rhyme,Colors,Ficción juvenil,Vietnamese language materials,Spanish language materials,Japanese language,Colores,Bilingual,Animales,Rhyme,Storytelling,Bears,Children's fiction,Color, fiction,Animals, fiction,Bilingual books, spanish-english,Bears, fiction,Senses and sensation, fiction,Color -- Fiction,Animals -- Fiction,picture books,board books,Animals, habits and behavior, fiction,Chinese language materials,Pictorial works,Materiales bilingües en español,Toy and movable books,Juvenile literature,Panjabi language materials,Color, juvenile literature,Animals, pictorial works,Animals, juvenile literature,Indians of north america, medicine","[{'key': '/authors/OL28506A', 'name': 'Bill Martin Jr.'}, {'key': '/authors/OL34330A', 'name': 'Eric Carle'}, {'key': '/authors/OL3556481A', 'name': 'Gwyneth Paltrow'}, {'key': '/authors/OL705656A', 'name': 'Martin undifferentiated'}, {'key': '/authors/OL10436620A', 'name': 'Martin, Bill, Jr.'}, {'key': '/authors/OL7419241A', 'name': 'Bill Martin'}]"
The Tailor of Gloucester,"Cats,Children's stories, English,Christmas,Christmas stories,Ficción juvenil,Fiction,Juvenile fiction,Mice,Ratones,Tailors,Children's fiction,Rabbits, fiction,Tailors, fiction,Literature and fiction, juvenile,Picture books,Schneider,Hausmaus,Puss in Boots (Tale),Pictorial works,Mice, fiction,French language,Christmas, fiction,Great britain, fiction,Fairy tales,Animals, fiction","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL7548358A', 'name': 'H.Y. Xiao PhD'}, {'key': '/authors/OL9360144A', 'name': 'H y Xiao Phd'}]"
The Tale of Two Bad Mice,"Fiction,Mice,Dollhouses,Juvenile fiction,Children's fiction,Mice, fiction,Casas de muñecas,Ficción juvenil,Ratones,Toy and movable books,Specimens,Behavior,Creative activities and seat work,Coloring books,Picture books for children,Picture books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}]"
The Tale of Mrs. Tiggy-Winkle,"Hedgehogs,Fiction,Erizos,Ficción juvenil,Juvenile fiction,Children's fiction,Hedgehogs, fiction,Animals, fiction,Farm life, fiction,Picture books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL9360144A', 'name': 'H y Xiao Phd'}, {'key': '/authors/OL3517920A', 'name': 'Sam Thiewes'}, {'key': '/authors/OL6987430A', 'name': 'Anita C. Nelson'}, {'key': '/authors/OL6983699A', 'name': 'Orla Kiely'}]"
Make Way for Ducklings,"Juvenile fiction,Fiction,Picture books for children,Ducks,Braille,Caldecott Medal,Children's stories,Japanese language books,Picture books,ducklings,illustration,kid's books,Caldecott medal book,Big books,Oversize books,Specimens,Blind,Books and reading,Animals,Family,Ducks, Geese,3.1.,Caldecott Medal books,Classics,Accelerated Reader,Children's fiction,Ducks, fiction,Boston (mass.), fiction,Accelerated Reader - 3.1.,Family life,Children's stories, American,Harmonica,Children's audiobooks,Audiobooks,Short stories,Patos,Ficción juvenil,Spanish language materials,Reading materials,City & Town Life,Spanish language,Novela juvenil,Legends, Myths, Fables,collectionID:caldecott40,Literature and fiction, juvenile,Fiction, study and teaching","[{'key': '/authors/OL952410A', 'name': 'Robert McCloskey'}, {'key': '/authors/OL9107789A', 'name': 'David Crommett'}]"
The Gruffalo,"Animals,Juvenile fiction,Fiction,Stories in rhyme,Mice,Children’s Picture Books,Children: Kindergarten,Children's fiction,Mice, fiction,Monsters, fiction,Animals, fiction,Puzzles,Puzzles, juvenile literature,Pictorial works,Child and youth fiction,Picture books,Gruffalo (Fictitious character),Tricksters,Monsters,Animales-,Cuentos-,Libros infantiles,Lengua inglesa-,Libros infantiles y juveniles,Lecturas-,Ingelesa-,Haur eta gazteentzako liburuak,Irakurgaiak-","[{'key': '/authors/OL232548A', 'name': 'Julia Donaldson'}]"
Dear Zoo,"Zoo animals in fiction,Bilingual,Toy and movable books,Pets in fiction,Juvenile fiction,Zoo animals,Board books,Lift-the-flap books,Fiction,Chinese language materials,Pets,Specimens,Juvenile literature,Animals,Children's fiction,Zoo animals, fiction,Pets, fiction,Social conditions,Economic conditions,History,Picture books,JUVENILE FICTION / Animals / Zoos,Pictorial works,Revenge,Terrorism,Urdu language materials,PetsvFiction,Pop-up books,Zoo animals, juvenile literature,Pets, juvenile literature,Zoos, fiction,Dogs, fiction,Animals, infancy, fiction","[{'key': '/authors/OL43083A', 'name': 'Rod Campbell'}, {'key': '/authors/OL2977151A', 'name': 'Roger Boore'}, {'key': '/authors/OL7991779A', 'name': 'Caroline Quentin'}]"
The Complete Jungle Book,"Fiction,Mowgli (Fictitious character),Jungle animals,Animals,English Adventure stories,Boys,Folklore,Feral children,ANIMALES,Open Library Staff Picks,Children's stories, English,Jungles,Stories,Legends and stories of Animals,Short stories,Juvenile fiction,CUENTOS INGLESES,India,Adventure stories,British and irish fiction (fictional works by one author),Large type books,Children's fiction,Mowgli (fictitious character), fiction,Jungles, fiction,Jungle animals, fiction,Picture books,India, fiction,Animals, fiction,Anecdotes","[{'key': '/authors/OL24461A', 'name': 'Rudyard Kipling'}, {'key': '/authors/OL3468117A', 'name': 'Stuart Tresilian'}]"
The Tale of Tom Kitten,"Cats,Initial teaching alphabet,Fiction,Juvenile fiction,Children's stories, English,Kittens,Ducks,Spanish language materials,Children's fiction,Cats, fiction,Ducks, fiction,Tiger,Picture books,Toy and movable books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL7548358A', 'name': 'H.Y. Xiao PhD'}]"
Hey Duggee,"Children's fiction,Picture books","[{'key': '/authors/OL8118915A', 'name': 'Hey Duggee'}, {'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Little Bear,"Mothers and sons,Madres e hijos,Little Bear (Fictitious character : Minarik),Bears,Juvenile literature,Fiction,Osos,Ficción juvenil,Children's stories,Friendship,Juvenile fiction,Children's fiction,Bears, fiction,Mothers and sons, fiction,Little bear (fictitious character : minarik), fiction,Picture books,Reading list,Hockaday,Before kindergarten,Reading List,UP Elementary,Entering 2nd grade,Spanish language materials,Literature and fiction, juvenile","[{'key': '/authors/OL770431A', 'name': 'Else Holmelund Minarik'}, {'key': '/authors/OL366346A', 'name': 'Maurice Sendak'}]"
Green Eggs and Ham,"1960-1988,Dr. Seuss,Beginner Books,I Can Read It All By Myself,Green Eggs and Ham,Audio-Cassette included,First time readers,English,2-3 years,Pre-school,Children's,Stories,Books,In rhymes,Rhyming,Fiction,Juvenile Fiction,Picture books,Food,Eggs,Ham,Food habits,Open Library Staff Picks,Nonsense verses,Specimens,Children's fiction,Humorous stories,Stories in rhyme,Food, fiction,Large type books,Latin language,Readers,Latin language materials,Food preferences,Children's stories,Juvenile poetry,Vocabulary,Classics,Reader,Beginner,PICTURE LIONS,Jig Story,4,Jigsaw,Puzzles,20,Activities,Chamber music,Eggs, fiction,Puzzles, juvenile literature","[{'key': '/authors/OL2622837A', 'name': 'Dr. Seuss'}]"
La Petite Sirene (French Well Loved Tales),"Contes danois,Fairy tales,Mermaids,Fiction,Children's stories, Danish,Translations into English,Coloring books,Translations into Russian,Children's audiobooks,Translations into Marathi,Fairytales,Juvenile fiction,Tales,Plays,Children's plays,Children's fiction,Mermaids, fiction,Children's stories, English,Musical books,Sound effects books,Specimens,Picture puzzles,Toy and movable books,Picture books,Hans Christian Anderson (1805-1875),Easy reading,Kids,Children,Children's,Juvenile,Books,Picture Books,Stories,Folklore,Fables,Fantasy,Contes de fées,Literature and fiction, juvenile,Postcards, juvenile literature,Folklore, denmark","[{'key': '/authors/OL25931A', 'name': 'Hans Christian Andersen'}, {'key': '/authors/OL7597674A', 'name': 'Yayoi Kusama'}, {'key': '/authors/OL6981084A', 'name': 'Bernadette Watts'}]"
Bambi,"Bambi (Fictitious character),Deer,Deer in fiction,Fiction,Folklore,Juvenile fiction,Juvenile literature,Legends and stories,Legends,Legends and stories of Animals,Biography,Children's fiction,Deer, fiction,Bambi (fictitious character), fiction,Picture books","[{'key': '/authors/OL888706A', 'name': 'Felix Salten'}]"
Frog and Toad Together,"amistad,animals,best friends,children's fiction,children's short stories in english,children's stories,classics,cookies,courage,dragons,easy books,emotions & feelings,ficción juvenil,fiction,friendship,frogs,frogs & toads,frogs, fiction,gardens,giants,humor & funny stories,juvenile audience,juvenile fiction,juvenile works,kindness,loyalty,newbery honor,sharing & cooperating,ouvrages pour la jeunesse,pictorial works,picture books,primary school,ranas,readers,sapos,sharing,short stories,social themes,Spanish language,toads,Children's fiction,Frogs, fiction,Picture books,Friendship,Juvenile fiction,Frogs,Toads,Fiction,JUVENILE FICTION,Animals,Frogs & Toads,Social Themes,Emotions & Feelings,Children's stories,Frog and toad (fictitious characters), fiction,Literature and fiction, juvenile,Amitié,Romans, nouvelles, etc. pour la jeunesse,Grenouilles,Crapauds,Frog (Fictitious character : Lobel),Toad (Fictitious character : Lobel),Ranas,Ficción juvenil,Sapos,Amistad","[{'key': '/authors/OL237115A', 'name': 'Arnold Lobel'}]"
Die schönsten Märchen,"Fairy tales,Fiction,Nightingale,Nightingales,Children's stories, Danish,Translations into Russian,Translations into English,Juvenile fiction,Cuentos de hadas,Ficción juvenil,Juvenile literature,Ruiseñores,Danish literature,Children's literature, Danish,Literature and fiction, juvenile,Nightingale in fiction,Nightingales in fiction,Monasticism and religious orders for women,Vocation (in religious orders, congregations, etc.),Children's fiction,Birds, fiction,Readers,Picture books,Picture books for children,Pictorial works,Kings and rulers,Rossignol philomèle,Ouvrages illustrés,Romans, nouvelles, etc. pour la jeunesse","[{'key': '/authors/OL25931A', 'name': 'Hans Christian Andersen'}, {'key': '/authors/OL8150316A', 'name': 'Jin-kyeong Lee'}]"
Flat Stanley,"Humorous stories,Art thieves,Juvenile fiction,Fiction,Stanley Lambchop (Fictitious character),Boys,Stanley Lambchop (Fictional character),Humorous fiction,Fantasy,Children's fiction,Boys, fiction,Bulletin boards,Picture books,Family life, fiction,Cooperation,Brothers,Children's stories,Problem children, fiction,Hermanos,Novela juvenil,Imagination,Fantasia,Imaginacion,Spanish language materials,Fantastique,Romans, nouvelles, etc. pour la jeunesse,Roman pour la jeunesse","[{'key': '/authors/OL447186A', 'name': 'Jeff Brown'}, {'key': '/authors/OL2706938A', 'name': 'Jon Mitchell'}, {'key': '/authors/OL21302A', 'name': 'Tomi Ungerer'}, {'key': '/authors/OL6924966A', 'name': 'Tony Ross'}]"
The emperor's new clothes,"Juvenile fiction,Fairy tales,Pride and vanity,Fiction,Polyglot texts, selections, quotations,Children's stories, Danish,Children: Preschool,Children's 4-8,Children's Books/Ages 4-8 Fiction,Classics,Non-Classifiable,Fairy Tales & Folklore - Single Title,Fairy Tales & Folklore - General,Aristocracy (Social class),Statesmen,Tailors,Emperors,Children's fiction,Kings, queens, rulers, etc., fiction,Behavior, fiction,Clothing and dress, fiction,Clothing and dress,Children's stories,Classic Fairy Tales,Tailors, fiction,Picture books,Danish Fairy tales,Spanish language materials,Translations into English,Comic and Graphic Books,Deception,Korean language materials,Fairy tales, adaptations","[{'key': '/authors/OL25931A', 'name': 'Hans Christian Andersen'}, {'key': '/authors/OL2804454A', 'name': 'E Tharlet'}, {'key': '/authors/OL2804475A', 'name': 'H. Anderson'}, {'key': '/authors/OL529915A', 'name': 'Virginia Lee Burton'}, {'key': '/authors/OL8057378A', 'name': 'Starbright Foundation Staff'}, {'key': '/authors/OL7346331A', 'name': 'Jeffrey Stewart Timmins'}, {'key': '/authors/OL7904458A', 'name': 'Stephanie True Peters'}]"
Frederick,"Children's stories,Fairy tales,Juvenile fiction,Mice,Mice in fiction,Imagination,Sharing,Families,Winter,Fiction,Accelerated Reader 3.5.,Children's fiction,Picture books,Fiction, general,Turkish language materials,Mice, fiction,collectionID:caldecotthonor60,Spanish language materials,Ratones,Estaciones del año,Novela infantil","[{'key': '/authors/OL272674A', 'name': 'Leo Lionni'}]"
Corduroy,"Chinese language materials,Corduroy (Fictitions character),Day,Department stores,Fiction,Juvenile fiction,Picture books,Teddy bears,Toys,Percussion instruments,Motor learning,Children's fiction,Toys, fiction,Corduroy (fictitious character), fiction,Bears, fiction,Fantasy,Corduroy (Fictitious character),Pictorial works,Juguetes,Bears,Osos,Ficción juvenil,Osos de felpa,Picture books for children,Spanish language materials,Friendship, fiction,Children's stories,Corduory(Fictitious character),Friendship,African American girls,Teddy bears, fiction,Department stores, fiction,Toy and movable books,Board books,Ours en peluche,Romans, nouvelles, etc. pour la jeunesse,Jouets,Literature and fiction, juvenile","[{'key': '/authors/OL1476261A', 'name': 'Don Freeman'}]"
Frog and Toad All Year,"accelerated reader,amistad,animals,children's fiction,children's stories,classics,comedy & humor,estaciones del año,ficción juvenil,fiction,friendship,frogs,frogs & toads,juvenile audience,juvenile fiction,juvenile works,novela juvenil,ranas,sapos,seasons,social themes,Spanish language materials,toads,Children's fiction,Frog and toad (fictitious characters), fiction,Frogs, fiction,Picture books,Literature and fiction, juvenile,Language arts","[{'key': '/authors/OL237115A', 'name': 'Arnold Lobel'}]"
The Tale of the Flopsy Bunnies,"Rabbits,Fiction,Children's stories, English,Juvenile fiction,Children's fiction,Rabbits, fiction,Easter, fiction,Initial teaching alphabet,Toy and movable books,Board books,Picture books","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL229963A', 'name': 'Wendy Rasmussen'}, {'key': '/authors/OL227339A', 'name': 'Charles Santore'}, {'key': '/authors/OL7678129A', 'name': 'R.F. Gilmor'}]"
The tale of Mrs. Tittlemouse,"Mice,Mice in fiction,Fiction,Ficción juvenil,Ratones,Juvenile fiction,Children's stories, English,Children's fiction,Mice, fiction,Initial teaching alphabet,Pictorial works,Board books,Orderliness,Animals,Hedgehogs,Picture books,Children's stories,Animals, fiction,Rabbits, fiction,Adventure and adventurers, fiction","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}, {'key': '/authors/OL229963A', 'name': 'Wendy Rasmussen'}, {'key': '/authors/OL7548358A', 'name': 'H.Y. Xiao PhD'}]"
Swimmy,"Children's fiction,Friendship, fiction,Picture books,Fishes,Juvenile fiction,Courage,Cooperation,Fear, fiction,Courage, fiction,Fishes, fiction,Swimmy,Leo Lionni,Caldecott Honor Book,Ocean,Sea Fish,Red,Black,Big,Large,Sea,Rock,Coral,Anemones,Seaweed,Sea life,Lobster,Eels,Tuna,Rainbow Jellyfish,Camouflage,Children,Age 3-7,Pre-K to 2,Children's,Juvenile,Fantasy,Fiction,Books,Picture book,Literature,Stories,Friends,Friendship,Leader,Leadership,Teamwork,Working together,Honor,Differences,Problem solving,collectionID:caldecotthonor60,Peces,Vocabulary,Readers,Spanish language,Ficción juvenil,Spanish language materials,Cuentos italianos,Materiales lectura en idioma espanol,Novela,Caldecott Medal","[{'key': '/authors/OL272674A', 'name': 'Leo Lionni'}, {'key': '/authors/OL9946178A', 'name': 'Xosé Manuel González'}, {'key': '/authors/OL8594553A', 'name': 'Ignasi Centelles'}]"
Stellaluna,"owls,Juvenile Fiction,Aves,Bats,Birds,Ficción juvenil,Fiction,Juvenile software,Murciélagos,Software,Specimens,Toy and movable books,Picture books,Friendship,Board books,Spanish: Kindergarten,Short Stories,Children's 4-8 - Picturebooks,Children's Books/Ages 4-8 Fiction,Spanish: Grades 2-3,Spanish: Grades 1-2,Animals - Mammals,Animals - Birds,Children's fiction,Bats, fiction,Birds, fiction,Friendship, fiction,Juvenile literature,Action & Adventure,Animals,Baby Animals,Family,Adoption,Chauves-souris,Ouvrages pour la jeunesse,Oiseaux,JUVENILE FICTION,Fiction, general,Juvenile fiction","[{'key': '/authors/OL31906A', 'name': 'Janell Cannon'}]"
The Very Busy Spider,"Spider webs,Arañas,Juvenile fiction,Spider,Fiction,Animales domésticos,Ficción juvenil,Spiders,Domestic animals,Spanish language materials,Libros de juguete y movibles,Telarañas,Children's fiction,Spiders, fiction,Domestic animals, fiction,Toy and movable books,Specimens,Toy andmovable books,Spider  webs,Persistence,Animals,Board books,Farm life, fiction,Picture books","[{'key': '/authors/OL34330A', 'name': 'Eric Carle'}]"
